n	page	line	x	type	d1	passA	passB
4924	f29r	28	7536	X	0.593	box	x
4925	f29r	28	7595	arr	0.712	phi	A
4926	f29r	28	7670	X	0.823	box	x
4927	f29r	28	7695	rho	0.551	.	ρ
4928	f29r	28	7798	R	1.075	.	.
4929	f29r	29	4967	f	0.223	f	f
4930	f29r	29	5082	psi	0.608	phi	ψ
4931	f29r	29	5129	l	0.477	lam	C04
4932	f29r	29	5182	arr	0.594	phi	A
4933	f29r	29	5240	z	0.383	z	z
4934	f29r	29	5275	three	0.277	3	3
4935	f29r	29	5328	db	0.502	dag	C11
4936	f29r	29	5390	arr	0.298	phi	A
4937	f29r	29	5456	z	0.576	z	z
4938	f29r	29	5505	I	0.612	I	I
4939	f29r	29	5563	l	0.688	lam	C04
4940	f29r	29	5614	T	0.658	T	T
4941	f29r	29	5656	H	0.253	H	C10
4942	f29r	29	5706	I	0.577	I	I
4943	f29r	29	5739	f	0.408	f	f
4944	f29r	29	5812	l	0.538	lam	C04
4945	f29r	29	5866	S	0.804	S	s
4946	f29r	29	5909	o	0.393	o	o
4947	f29r	29	5938	three	0.326	z	z
4948	f29r	29	5989	ankh	0.250	rho	ρ
4949	f29r	29	6041	X	0.763	box	x
4950	f29r	29	6091	lam	0.192	lam|v	C10
4951	f29r	29	6143	n	0.537	n|n	n
4952	f29r	29	6187	v	0.346	v|v	v
4953	f29r	29	6221	db	0.640	dag|dag	C11
4954	f29r	29	6272	rho	0.360	rho|rho	ρ
4955	f29r	29	6314	psi	0.436	phi|phi	ψ
4956	f29r	29	6374	q	0.482	rho|rho	ρ
4957	f29r	29	6412	I	0.388	I|I	I
4958	f29r	29	6468	box	0.288	box|box	C09
4959	f29r	29	6521	l	0.306	lam|lam	C04
4960	f29r	29	6577	lam	0.579	-	C10
4961	f29r	29	6615	db	0.282	dag|dag	C11
4962	f29r	29	6668	I	0.503	I|I	I
4963	f29r	29	6731	dbar	1.182	dag	C11
4964	f29r	29	6788	f	0.667	f	f
4965	f29r	29	6855	psi	0.741	phi	ψ
4966	f29r	29	6913	v	0.336	v	v
4967	f29r	29	6948	arr	0.657	phi	A
4968	f29r	29	7009	ankh	0.244	rho	ρ
4969	f29r	29	7060	box	0.525	box	C09
4970	f29r	29	7118	box	0.643	box	C09
4971	f29r	29	7178	z	0.378	z	z
4972	f29r	29	7226	arr	0.789	phi	A
4973	f29r	29	7298	q	0.358	rho	ρ
4974	f29r	29	7345	o	0.685	o	o
4975	f29r	29	7383	lam	0.478	v	C10
4976	f29r	29	7430	l	0.309	lam	C04
4977	f29r	29	7482	o	0.685	o	o
4978	f29r	29	7522	v	0.357	v	v
4979	f29r	29	7557	7	0.589	7	7
4980	f29r	29	7602	box	0.364	box	C09
4981	f29r	29	7666	U	0.919	Um	C24
4982	f29r	29	7731	m	0.363	.	m
4983	f29r	30	5029	Del	0.248	Delta	C07
4984	f29r	30	5086	psi	0.709	phi	ψ
4985	f29r	30	5142	v	0.248	v	v
4986	f29r	30	5176	lam	0.591	-	C10
4987	f29r	30	5214	l	0.842	lam	C04
4988	f29r	30	5263	db	0.671	dag	C11
4989	f29r	30	5290	f	0.767	f	f
4990	f29r	30	5360	th	0.470	theta	C19
4991	f29r	30	5401	o	0.608	o	o
4992	f29r	30	5439	I	0.729	I	I
4993	f29r	30	5492	six	0.299	C6	G
4994	f29r	30	5555	ankh	0.288	rho	ρ
4995	f29r	30	5599	f	0.455	f	f
4996	f29r	30	5664	l	0.513	lam	C04
4997	f29r	30	5711	E	0.807	eps	E
4998	f29r	30	5756	z	0.496	z	z
4999	f29r	30	5809	lam	0.702	v	C10
5000	f29r	30	5861	l	0.588	lam	C04
5001	f29r	30	5905	o	0.397	o	o
5002	f29r	30	5947	I	0.386	I	I
5003	f29r	30	6006	dbar	0.413	dag	C11
5004	f29r	30	6093	db	0.668	dag|dag	C11|C11
5005	f29r	30	6137	lam	0.331	v|v	C10|C10
5006	f29r	30	6187	z	0.583	z|z	z|z
5007	f29r	30	6245	v	0.360	v|v	v|v
5008	f29r	30	6308	o	0.546	o|o	o|o
5009	f29r	30	6349	v	0.551	v|v	v|v
5010	f29r	30	6373	l	0.471	lam|lam	C04|C04
5011	f29r	30	6434	arr	0.759	phi|phi	A|A
5012	f29r	30	6490	db	0.674	dag|dag	C11|C11
5013	f29r	30	6544	S	0.495	S|S	s|s
5014	f29r	30	6592	psi	0.707	phi|phi	ψ|ψ
5015	f29r	30	6653	f	0.381	f|f	f|f
5016	f29r	30	6696	l	0.220	lam	C04
5017	f29r	30	6745	f	0.772	f	f
5018	f29r	30	6819	psi	0.649	phi	ψ
5019	f29r	30	6881	lam	0.583	v	C10
5020	f29r	30	6924	db	0.511	dag	C11
5021	f29r	30	6988	q	0.325	rho	ρ
5022	f29r	30	7031	psi	0.437	phi	ψ
5023	f29r	30	7081	lam	0.445	v	C10
5024	f29r	30	7123	o	0.675	o	o
5025	f29r	30	7158	I	0.371	I	I
5026	f29r	30	7211	lam	0.289	v	C10
5027	f29r	30	7258	X	0.430	x	x
5028	f29r	30	7320	H	0.331	H	H
5029	f29r	30	7375	o	0.604	o	o
5030	f29r	30	7399	f	0.747	f	f
5031	f29r	30	7459	l	0.539	lam	C04
5032	f29r	30	7514	q	0.606	rho	ρ
5033	f29r	30	7548	psi	0.603	phi	ψ
5034	f29r	30	7600	arr	0.640	phi	A
5035	f29r	30	7660	I	0.639	I	I
5036	f29r	30	7694	db	0.724	dag	C11
5037	f29r	30	7739	f	0.360	f	f
5038	f29r	31	5033	lam	0.588	v	C10
5039	f29r	31	5084	z	0.340	z	z
5040	f29r	31	5141	v	0.717	v	v
5041	f29r	31	5195	n	0.371	n	n
5042	f29r	31	5240	v	0.572	v	v
5043	f29r	31	5264	db	0.698	dag	C11
5044	f29r	31	5332	q	0.594	rho	ρ
5045	f29r	31	5372	psi	0.633	phi	ψ
5046	f29r	31	5441	th	0.807	theta	C19
5047	f29r	31	5483	I	0.560	I	I
5048	f29r	31	5532	db	0.644	dag	C11
5049	f29r	31	5578	f	0.660	f	f
5050	f29r	31	5645	T	0.598	T	T
5051	f29r	31	5695	psi	0.733	phi	ψ
5052	f29r	31	5753	v	0.298	v	v
5053	f29r	31	5800	7	0.483	7	7
5054	f29r	31	5830	l	0.571	lam	C04
5055	f29r	31	5889	n	0.376	n	n
5056	f29r	31	5926	v	0.545	v	v
5057	f29r	31	5968	7	0.405	7	7
5058	f29r	31	6024	psi	0.713	phi	ψ
5059	f29r	31	6068	f	0.408	f|f	f
5060	f29r	31	6122	box	0.268	box|box	C09
5061	f29r	31	6173	sq	0.651	a|a	-
5062	f29r	31	6245	arr	0.728	phi|phi	A
5063	f29r	31	6303	db	0.325	dag|dag	C11
5064	f29r	31	6362	lam	0.394	v|v	C10
5065	f29r	31	6427	n	0.604	n|n	n|n
5066	f29r	31	6469	v	0.219	v|v	v|v
5067	f29r	31	6501	db	0.449	dag|dag	C11|C11
5068	f29r	31	6547	l	1.093	Um(loop)	L|L
5069	f29r	31	6617	lamL	0.805	Um(loop)	C10|C10
5070	f29r	31	6710	o	0.741	o	o
5071	f29r	31	6745	T	0.325	T	T
5072	f29r	31	6785	arr	0.240	phi	A
5073	f29r	31	6846	db	0.607	dag	-
5074	f29r	31	6908	lam	0.589	v	C10
5075	f29r	31	6977	lam	0.516	lam	C10
5076	f29r	31	7033	o	0.633	o	o
5077	f29r	31	7087	q	0.669	-	ρ
5078	f29r	31	7135	psi	0.605	phi	ψ
5079	f29r	31	7181	rho	0.754	rho	ρ
5080	f29r	31	7244	X	0.773	box	x
5081	f29r	31	7303	R	0.621	Rk	R
5082	f29r	31	7351	arr	0.708	phi	A
5083	f29r	31	7408	o	0.728	o	o
5084	f29r	31	7429	f	0.437	f	f
5085	f29r	31	7483	box	0.435	box	C09
5086	f29r	31	7539	db	0.809	-	C11
5087	f29r	31	7595	sq	0.785	eps	ψ
5088	f29r	31	7654	th	0.649	theta	.
5089	f29r	31	7692	lam	0.557	lam	.
5090	f29r	31	7741	psi	0.597	phi	.
5091	f29r	32	5029	arr	0.660	phi	A
5092	f29r	32	5092	v	0.553	v	v
5093	f29r	32	5134	o	0.619	o	o
5094	f29r	32	5170	lam	0.629	lam	-
5095	f29r	32	5218	l	0.546	Rk	C04
5096	f29r	32	5258	T	0.627	T	T
5097	f29r	32	5302	H	0.296	-	C10
5098	f29r	32	5351	v	0.483	v	v
5099	f29r	32	5387	arr	0.705	phi	A
5100	f29r	32	5459	q	0.990	-	-
5101	f29r	32	5478	psi	1.121	n	n
5102	f29r	32	5501	v	0.435	v	v
5103	f29r	32	5532	db	0.603	dag	C11
5104	f29r	32	5582	rho	0.770	o	ρ
5105	f29r	32	5630	n	0.694	n	n
5106	f29r	32	5671	v	0.628	v	v
5107	f29r	32	5710	7	0.588	7	7
5108	f29r	32	5766	l	0.762	lam	C04
5109	f29r	32	5817	db	0.635	dag	C11
5110	f29r	32	5867	S	0.591	S	S
5111	f29r	32	5916	T	0.347	T	T
5112	f29r	32	5960	lam	0.317	a	C10
5113	f29r	32	6026	box	0.662	box	C09
5114	f29r	32	6087	psi	0.529	phi|phi	ψ|ψ
5115	f29r	32	6155	n	0.725	n|n	n|n
5116	f29r	32	6193	v	0.561	v|v	v|v
5117	f29r	32	6231	X	0.799	x|x	x|x
5118	f29r	32	6296	o	0.744	o|o	o|o
5119	f29r	32	6323	R	0.205	Rk|Rk	R|R
5120	f29r	32	6369	arr	0.694	phi|phi	A|A
5121	f29r	32	6429	z	0.675	z|z	z|z
5122	f29r	32	6481	I	0.596	I|I	I|I
5123	f29r	32	6532	l	0.499	lam|lam	C04|C04
5124	f29r	32	6570	db	0.672	dag|dag	C11|C11
5125	f29r	32	6625	lam	0.303	lam|lam	-
5126	f29r	32	6667	l	0.535	phi	C04|C04
5127	f29r	32	6710	q	0.844	-	ψ
5128	f29r	32	6754	L	0.244	eps	x
5129	f29r	32	6836	v	0.243	v	v
5130	f29r	32	6863	db	0.311	box	C11
5131	f29r	32	6893	f	0.362	f	f
5132	f29r	32	6966	R	0.263	Rk	R
5133	f29r	32	7020	psi	0.911	phi	ψ
5134	f29r	32	7073	f	0.416	f	f
5135	f29r	32	7138	l	0.209	lam	C04
5136	f29r	32	7171	arr	0.464	phi	A
5137	f29r	32	7235	db	0.417	dag	C11
5138	f29r	32	7289	psi	0.560	phi	ψ
5139	f29r	32	7349	v	0.618	v	v
5140	f29r	32	7377	rho	0.580	rho	ρ
5141	f29r	32	7417	six	0.939	C6	6
5142	f29r	32	7470	n	0.640	n	n
5143	f29r	32	7521	v	0.592	v	v
5144	f29r	32	7548	db	0.218	dag	C11
5145	f29r	32	7603	psi	0.694	phi	ψ
5146	f29r	32	7660	lam	0.621	lam	-
5147	f29r	32	7695	l	0.747	rho	C04
5148	f29r	32	7734	ankh	0.256	.	ρ
5149	f29r	32	7809	q	1.149	.	.
5150	f29r	33	4997	f	0.858	f	f
5151	f29r	33	5064	l	0.580	lam	C04
5152	f29r	33	5128	db	0.587	dag	C11
5153	f29r	33	5155	f	0.818	f	f
5154	f29r	33	5222	lam	0.601	lam	C10
5155	f29r	33	5277	o	0.636	o	o
5156	f29r	33	5309	rho	0.716	rho	ρ
5157	f29r	33	5371	I	0.591	I	I
5158	f29r	33	5431	th	0.742	-	-
5159	f29r	33	5473	psi	0.603	phi	ψ
5160	f29r	33	5528	arr	0.438	-	A
5161	f29r	33	5598	l	0.363	lam	C04
5162	f29r	33	5645	db	0.621	dag	C11
5163	f29r	33	5694	7	0.573	7	7
5164	f29r	33	5729	l	0.657	lam	C04
5165	f29r	33	5797	o	0.666	o	o
5166	f29r	33	5835	v	0.634	v	v
5167	f29r	33	5869	z	0.446	z	z
5168	f29r	33	5920	I	0.494	I	I
5169	f29r	33	5971	arr	0.379	phi	A
5170	f29r	33	6062	l	0.620	lam	C04
5171	f29r	33	6100	sq	0.745	a|a	A
5172	f29r	33	6140	v	0.626	v|v	v
5173	f29r	33	6183	lam	0.337	lam|lam	C10
5174	f29r	33	6227	I	0.291	I|I	I
5175	f29r	33	6279	z	0.250	z|z	z
5176	f29r	33	6331	v	0.545	v|v	v
5177	f29r	33	6384	arr	1.029	phi|phi	A
5178	f29r	33	6433	lam	0.179	lam|lam	C10
5179	f29r	33	6482	rho	0.657	rho|rho	ρ
5180	f29r	33	6535	I	0.640	I|I	I
5181	f29r	33	6572	f	0.403	f|f	f
5182	f29r	33	6609	l	1.262	lam|lam	C04
5183	f29r	33	6672	db	0.684	dag|dag	C11
5184	f29r	33	6707	f	0.356	f	.
5185	f29r	33	6776	l	0.519	lam	C04
5186	f29r	33	6822	X	0.291	x	x
5187	f29r	33	6879	z	0.586	z	z
5188	f29r	33	6922	f	0.560	f	f
5189	f29r	33	7003	th	0.804	theta	C19
5190	f29r	33	7051	z	0.610	z	z
5191	f29r	33	7105	A	0.379	A	A
5192	f29r	33	7167	psi	0.332	phi	ψ
5193	f29r	33	7221	db	0.657	dag	C11
5194	f29r	33	7251	l	0.721	lam	C04
5195	f29r	33	7323	Del	0.703	Delta	C07
5196	f29r	33	7377	psi	0.647	phi	ψ
5197	f29r	33	7428	arr	0.750	phi	A
5198	f29r	33	7485	S	0.723	S	S
5199	f29r	33	7520	db	0.699	dag	C11
5200	f29r	33	7545	L	0.280	Z(curl)	C27
5201	f29r	33	7636	S	1.068	S	S
5202	f29r	33	7690	db	0.758	dag	C11
5203	f29r	33	7752	q	0.222	rho	ρ
5204	f29r	33	7810	q	1.105	.	.
5205	f29r	34	5030	X	0.719	.	x
5206	f29r	34	5081	box	0.625	box	C09
5207	f29r	34	5133	l	0.352	lam	C04
5208	f29r	34	5186	lam	0.282	v	C10
5209	f29r	34	5219	ankh	0.720	rho	ρ
5210	f29r	34	5281	lam	0.578	lam	C10
5211	f29r	34	5337	o	0.320	o	o
5212	f29r	34	5383	I	0.788	I	I
5213	f29r	34	5428	f	0.220	f	f
5214	f29r	34	5482	box	0.638	box	o
5215	f29r	34	5535	l	0.386	-	C04
5216	f29r	34	5570	psi	0.700	phi	ψ
5217	f29r	34	5620	l	0.456	lam	C04
5218	f29r	34	5668	db	0.723	dag	C11
5219	f29r	34	5717	box	0.581	box	C09
5220	f29r	34	5777	arr	0.733	phi	A
5221	f29r	34	5833	z	0.693	z	z
5222	f29r	34	5882	I	0.673	I	I
5223	f29r	34	5929	arr	0.828	phi	A
5224	f29r	34	5992	db	0.440	dag	C11
5225	f29r	34	6045	n	0.676	n	n
5226	f29r	34	6080	v	0.641	v|v	v|v
5227	f29r	34	6119	7	0.245	7|7	7|7
5228	f29r	34	6178	l	0.782	lam|lam	C04|C04
5229	f29r	34	6214	z	0.535	z|z	z|z
5230	f29r	34	6262	v	0.565	v|v	v|v
5231	f29r	34	6297	lam	0.313	lam|lam	C10|C10
5232	f29r	34	6344	I	0.627	I|I	I|I
5233	f29r	34	6398	H	0.756	H|H	C11|C11
5234	f29r	34	6453	v	0.539	v|v	v|v
5235	f29r	34	6485	arr	0.765	phi|phi	A|A
5236	f29r	34	6541	lam	0.679	lam|lam	-
5237	f29r	34	6603	I	0.494	I|I	I|I
5238	f29r	34	6658	rho	0.738	rho|rho	ρ|ρ
5239	f29r	34	6703	o	0.268	o	o
5240	f29r	34	6742	v	0.679	v	v
5241	f29r	34	6766	arr	0.847	phi	A
5242	f29r	34	6816	ankh	0.283	rho	ρ
5243	f29r	34	6880	T	0.785	T	T
5244	f29r	34	6932	o	0.239	o	o
5245	f29r	34	6962	arr	0.603	phi	A
5246	f29r	34	7039	lam	0.467	n	n
5247	f29r	34	7097	o	0.648	o	o
5248	f29r	34	7135	dbar	0.538	dag	C11
5249	f29r	34	7229	arr	0.636	phi	A
5250	f29r	34	7297	ankh	0.753	rho	ρ
5251	f29r	34	7348	f	0.591	f	f
5252	f29r	34	7413	l	0.679	lam	C04
5253	f29r	34	7461	T	0.278	T	T
5254	f29r	34	7503	arr	0.655	phi	A
5255	f29r	34	7567	v	0.590	v	v
5256	f29r	34	7609	q	0.266	rho	ρ
5257	f29r	34	7635	db	0.492	dag	C11
5258	f29r	34	7670	f	0.657	f	f
5259	f29r	34	7735	box	0.669	box	C09
5260	f29r	34	7784	arr	1.125	7	7
5261	f29r	35	5028	7	0.704	7	7
5262	f29r	35	5069	l	0.867	lam	C04
5263	f29r	35	5119	th	0.828	theta	C19
5264	f29r	35	5159	z	0.645	z	z
5265	f29r	35	5205	f	0.764	f	f
5266	f29r	35	5272	psi	0.663	phi	ψ
5267	f29r	35	5325	f	0.724	f	f
5268	f29r	35	5363	l	0.813	lam	C04
5269	f29r	35	5420	db	0.668	dag	C11
5270	f29r	35	5466	f	0.720	f	f
5271	f29r	35	5531	q	0.549	rho	ρ
5272	f29r	35	5574	psi	0.568	phi	ψ
5273	f29r	35	5639	S	0.811	S	s
5274	f29r	35	5677	db	0.664	dag	C11
5275	f29r	35	5722	f	0.721	f	f
5276	f29r	35	5779	l	0.524	lam	C04
5277	f29r	35	5830	q	0.615	rho	ρ
5278	f29r	35	5879	psi	0.586	phi	ψ
5279	f29r	35	5934	lam	0.538	lam	C10
5280	f29r	35	5973	db	0.645	dag	C11
5281	f29r	35	6050	th	0.501	theta	C19
5282	f29r	35	6096	I	0.644	I|I	I|I
5283	f29r	35	6148	psi	0.585	phi|phi	ψ|ψ
5284	f29r	35	6197	f	0.655	f|f	f|f
5285	f29r	35	6271	7	0.715	7|7	7|7
5286	f29r	35	6303	f	0.769	f|f	f|f
5287	f29r	35	6377	l	0.671	lam|lam	C04
5288	f29r	35	6420	psi	0.206	phi|phi	ψ|ψ
5289	f29r	35	6467	f	0.784	f|f	f|f
5290	f29r	35	6525	q	0.432	rho|rho	ρ|ρ
5291	f29r	35	6566	arr	0.382	phi|phi	A|A
5292	f29r	35	6629	db	0.636	dag|dag	C11|C11
5293	f29r	35	6698	o	0.799	o	o
5294	f29r	35	6735	v	0.810	v	v
5295	f29r	35	6777	7	0.237	-	7
5296	f29r	35	6820	box	0.361	box	C09
5297	f29r	35	6887	X	0.318	box	x
5298	f29r	35	6946	box	0.286	o	C09
5299	f29r	35	7009	psi	0.442	phi	ψ
5300	f29r	35	7071	six	0.626	Co	G
5301	f29r	35	7141	db	0.407	dag	C11
5302	f29r	35	7208	lam	0.211	v	C10
5303	f29r	35	7262	o	0.719	o	o
5304	f29r	35	7315	lam	0.653	lam	C10
5305	f29r	35	7381	th	0.522	o	C19
5306	f29r	35	7433	I	0.378	I	I
5307	f29r	35	7474	f	0.796	f	f
5308	f29r	35	7540	box	0.383	box	C09
5309	f29r	35	7605	l	0.339	-	x
5310	f29r	35	7645	7	0.292	7	A
5311	f29r	35	7689	l	0.396	lam	x
5312	f29r	35	7748	diamond	0.461	o	A
5313	f29r	36	5014	l	0.823	Delta	C04
5314	f29r	36	5088	lam	0.756	lam	C10
5315	f29r	36	5150	m	0.606	m	m
5316	f29r	36	5239	psi	0.684	phi	ψ
5317	f29r	36	5288	l	0.717	lam	C04
5318	f29r	36	5347	yogh	0.636	j(loop)	C25
5319	f29r	36	5404	n	0.599	n	n
5320	f29r	36	5446	v	0.634	v	v
5321	f29r	36	5469	db	0.656	dag	C11
5322	f29r	36	5529	psi	0.624	phi	ψ
5323	f29r	36	5573	f	0.689	f	f
5324	f29r	36	5652	o	0.819	theta	C19
5325	f29r	36	5684	arr	0.605	phi	A
5326	f29r	36	5746	I	0.702	I	I
5327	f29r	36	5795	psi	0.644	phi	ψ
5328	f29r	36	5862	Del	0.628	Delta	C07
5329	f29r	36	5903	l	0.666	lam	C04
5330	f29r	36	5969	psi	0.664	phi	ψ
5331	f29r	36	6028	S	0.461	S	s
5332	f29r	36	6071	T	0.522	T|T	T|T
5333	f29r	36	6123	lam	0.500	lam|lam	C10|C10
5334	f29r	36	6177	rho	0.748	rho|rho	ρ|ρ
5335	f29r	36	6233	z	0.601	z|z	z|z
5336	f29r	36	6272	f	0.665	f|f	f|f
5337	f29r	36	6346	arr	0.418	phi|phi	A|A
5338	f29r	36	6414	db	0.339	dag|dag	C11|C11
5339	f29r	36	6452	f	0.257	f|f	f|f
5340	f29r	36	6514	q	0.428	rho|rho	ρ|ρ
5341	f29r	36	6560	psi	0.672	phi|phi	ψ|ψ
5342	f29r	36	6624	arr	0.815	phi|phi	A|A
5343	f29r	36	6680	sq	0.300	a	z
5344	f29r	36	6737	I	0.317	I	I
5345	f29r	36	6789	l	0.413	lam	C04
5346	f29r	36	6847	cross4	0.245	-o(loop)	o
5347	f29r	36	6959	U	0.231	U(loop2)	C24
5348	f29r	36	7044	lam	0.594	v	C10
5349	f29r	36	7093	X	0.348	box	x
5350	f29r	36	7144	l	0.778	lam	C09
5351	f29r	36	7190	arr	0.736	phi	A
5352	f29r	36	7251	psi	0.469	v	ψ
5353	f29r	36	7306	lam	0.548	o	C10
5354	f29r	36	7365	th	0.549	theta	C19
5355	f29r	36	7406	th	0.680	O	C21
5356	f29r	36	7446	lam	0.609	lam	C10
5357	f29r	36	7503	psi	0.761	phi	ψ
5358	f29r	36	7572	l	0.564	lam	C04
5359	f29r	36	7596	rho	0.668	rho	ρ
5360	f29r	36	7670	X	0.264	x	x
5361	f29r	36	7729	lam	0.575	v	C10
5362	f29r	36	7767	psi	1.235	lam	C10
5363	f29v	1	1404	n	0.838	n	n
5364	f29v	1	1456	v	0.780	v	v
5365	f29v	1	1494	X	0.877	box	x
5366	f29v	1	1552	rho	0.711	-	ρ
5367	f29v	1	1602	o	0.643	o	o
5368	f29v	1	1640	R	0.588	Rk	R
5369	f29v	1	1687	arr	0.701	phi	A
5370	f29v	1	1747	z	0.643	z	z
5371	f29v	1	1794	I	0.178	I	I
5372	f29v	1	1835	l	0.233	lam	C04
5373	f29v	1	1903	q	0.133	rho	ρ
5374	f29v	1	1943	psi	0.707	phi|phi	ψ
5375	f29v	1	1994	dbar	0.132	dag|dag	C11|C11
5376	f29v	1	2082	arr	0.605	A|A	A|A
5377	f29v	1	2150	o	0.180	o|o	o|o
5378	f29v	1	2188	box	0.198	box|box	C09|C09
5379	f29v	1	2246	psi	0.576	phi|phi	ψ|ψ
5380	f29v	1	2315	q	0.547	rho|rho	ρ|ρ
5381	f29v	1	2359	psi	0.597	-	-
5382	f29v	1	2423	R	0.146	Rk	R
5383	f29v	1	2474	psi	0.246	phi	ψ
5384	f29v	1	2522	f	0.793	f	f
5385	f29v	1	2571	X	0.872	box	x
5386	f29v	1	2624	arr	0.609	phi	A
5387	f29v	1	2697	7	0.568	7	7
5388	f29v	1	2727	l	0.262	lam	C04
5389	f29v	1	2797	q	0.646	rho	ρ
5390	f29v	1	2838	psi	0.245	phi	ψ
5391	f29v	1	2880	f	0.205	f	f
5392	f29v	1	2922	l	0.613	-	C04
5393	f29v	1	2972	db	0.736	dag	C11
5394	f29v	1	3015	f	0.178	f	f
5395	f29v	1	3082	q	0.480	rho	ρ
5396	f29v	1	3119	arr	0.427	phi	A
5397	f29v	1	3185	psi	0.337	phi	ψ
5398	f29v	1	3250	o	0.587	o	o
5399	f29v	1	3302	Del	0.761	Delta	C07
5400	f29v	1	3341	ankh	0.636	rho	ρ
5401	f29v	1	3404	I	0.638	I	I
5402	f29v	1	3453	arr	0.648	phi	A
5403	f29v	1	3519	psi	0.495	phi	ψ
5404	f29v	1	3571	l	0.625	lam	C04
5405	f29v	1	3624	z	0.595	z	z
5406	f29v	1	3680	v	0.734	v	v
5407	f29v	1	3726	ankh	0.988	lam	C04
5408	f29v	1	3777	box	0.698	box	C09
5409	f29v	1	3837	db	0.719	-	C11
5410	f29v	1	3900	n	0.544	n	n
5411	f29v	1	3942	v	0.559	v	v
5412	f29v	1	3983	psi	0.541	phi	ψ
5413	f29v	1	4031	l	0.750	z=	ρ
5414	f29v	1	4089	z	0.591	.	z
5415	f29v	1	4137	f	0.715	.	.
5416	f29v	1	4194	z	0.739	.	.
5417	f29v	2	1419	I	0.674	.	z
5418	f29v	2	1463	v	0.596	.	v
5419	f29v	2	1497	rho	0.596	z	ρ
5420	f29v	2	1469	v	0.236	v	-
5421	f29v	2	1547	q	0.238	box	ρ
5422	f29v	2	1587	arr	0.593	phi	A
5423	f29v	2	1648	z	0.588	z	z
5424	f29v	2	1702	X	0.753	box	x
5425	f29v	2	1746	l	0.588	lam	-
5426	f29v	2	1807	X	0.110	box	x
5427	f29v	2	1865	o	0.131	-	o
5428	f29v	2	1900	E	0.392	oe	E
5429	f29v	2	1958	q	0.189	rho|rho	ρ
5430	f29v	2	2004	I	0.456	I|I	I|I
5431	f29v	2	2054	box	0.624	box|box	C09|C09
5432	f29v	2	2110	l	0.625	lam	C04|C04
5433	f29v	2	2169	o	0.667	o|o	o|o
5434	f29v	2	2217	lam	0.529	v|v	C10|C10
5435	f29v	2	2270	ankh	0.223	rho|phi	ρ|ρ
5436	f29v	2	2330	lam	0.566	lam|lam	C10|C10
5437	f29v	2	2377	X	0.290	x	x
5438	f29v	2	2419	I	0.344	I	I
5439	f29v	2	2450	f	0.882	f	f
5440	f29v	2	2523	box	0.681	box	C09
5441	f29v	2	2580	l	0.229	lam	C04
5442	f29v	2	2630	db	0.897	dag	C11
5443	f29v	2	2668	l	0.712	lam	C04
5444	f29v	2	2725	psi	0.687	phi	ψ
5445	f29v	2	2784	pi	0.316	omg	C14
5446	f29v	2	2850	lamL	0.263	lam	C10
5447	f29v	2	2950	n	0.221	n	n
5448	f29v	2	2999	v	0.639	v	v
5449	f29v	2	3034	db	0.627	dag	C11
5450	f29v	2	3095	X	0.286	x	x
5451	f29v	2	3150	psi	0.378	phi	ψ
5452	f29v	2	3201	rho	0.212	rho	ρ
5453	f29v	2	3274	psi	0.224	phi	ψ
5454	f29v	2	3343	R	0.755	Rk	R
5455	f29v	2	3386	z	0.870	z	z
5456	f29v	2	3441	v	1.029	v	v
5457	f29v	2	3479	lam	0.331	lam	C10
5458	f29v	2	3535	psi	0.842	phi	ψ
5459	f29v	2	3596	lam	0.208	v	C10
5460	f29v	2	3645	box	0.287	omg	C09
5461	f29v	2	3705	arr	0.649	phi	A
5462	f29v	2	3774	I	0.662	I	I
5463	f29v	2	3827	T	0.496	T	T
5464	f29v	2	3875	arr	0.666	phi	A
5465	f29v	2	3939	z	0.692	z	z
5466	f29v	2	3999	E	0.817	eps	E
5467	f29v	2	4035	psi	0.643	phi	ψ
5468	f29v	2	4097	7	0.631	7	7
5469	f29v	2	4135	l	0.636	.	.
5470	f29v	2	4200	n	0.253	.	.
5471	f29v	3	1426	R	0.585	Rk	K
5472	f29v	3	1476	psi	0.636	phi	ψ
5473	f29v	3	1537	lam	0.786	lam	C10
5474	f29v	3	1584	I	0.625	I	I
5475	f29v	3	1606	rho	0.478	rho	ρ
5476	f29v	3	1655	rho	0.291	rho	ρ
5477	f29v	3	1728	v	0.181	v	v
5478	f29v	3	1764	E	0.734	E	E
5479	f29v	3	1808	T	0.588	T	T
5480	f29v	3	1816	rho	0.508	rho	ρ
5481	f29v	3	1903	o	0.278	o	o
5482	f29v	3	1945	I	0.386	I|I	I
5483	f29v	3	1997	lam	0.284	lam|lam	C10
5484	f29v	3	2039	sq	0.174	a|a	ρ
5485	f29v	3	2093	I	0.407	I|I	I
5486	f29v	3	2136	l	0.835	lam|lam	C04
5487	f29v	3	2209	X	0.235	box|box	x
5488	f29v	3	2270	psi	0.637	phi|phi	ψ
5489	f29v	3	2326	l	0.684	rho	ρ
5490	f29v	3	2384	7	0.615	7	7
5491	f29v	3	2437	db	0.611	dag	C11
5492	f29v	3	2494	lam	0.150	lam	C10
5493	f29v	3	2549	box	0.152	box	C09
5494	f29v	3	2605	arr	0.253	phi	A
5495	f29v	3	2674	I	0.565	I	I
5496	f29v	3	2729	T	0.345	T	T
5497	f29v	3	2772	arr	0.647	phi	A
