code	printed	line	letter	context
54	54	29547	CCXL.	est persons about him to be carried away with an especial favour and good liking of 54, and chiefly of the duke of Guyse, who, as I am advised, hath offered to him that 
223	223	29608	CCXL.	gence. Albeit that Glencarne at his departure hence sent me word that the labour of 223 and himself could nothing prevail with the King to stay or alter the proclamation ma
223	223	29613	CCXL.	ein, yet at the making up of these yesternight very late, I was again advertised by 223 that upon his earnest dealing with the King, he was with great difficulty brought to
1	1	29634	CCXL.	ld easily persuade the King to stay wholly the publication of this pro- clamation, if 1 might deal with him ; but they are so afraid that the King shall be offended to u
7	7	29640	CCXL.	spatch of these and all the rest for this last night passed, and until this day at 7 hi the forenoon. CCXLI. — " The Private Letter with his own hand of the same Sir,
23	23	29836	CCXLIII.	 Montrose, that is thought to be especially devoted to and to have intelligence with 23, will satisfy G. Douglas well enough. The Mr. of Crayforde hath gotten the signature
910	910	30134	CCXLV.	d by good advice that the King hath been warned in her Majesty's name to beware of 910 ; wherein I have before written so plainly as I thought all doubt had been removed.
544	544	30139	CCXLV.	ght all doubt had been removed. I know not certainly who hath thus dealt herein 544 BOWES CORttESPOXDEXCE. with the King, hut I suspect Smallet; and I see that this 
2	2	30343	CCXLVII.	epair hither ; and with mine humble duty, &c. Edinburgh, the xijth of August, 1583. 2 n2 CCXLVIIL— " A Letter of the xiiij of August, 1583." From According to my 
1	1	30356	CCXLVIIL	way, I understood that by new accidents the King remained still at Coupar ; whereupon 1 turned thither; and whiles I was seeking someplace to bestow myself and for my lodgi
1	1	30597	CCL.	, and thereon departed malcontent from the court on Monday last ; sithence which time 1 have not heard anything from him. Justice Clerk, far beyond the expectation of all 
111	111	30729	CCLI.	e agreed, and so dismissed me. Because I had appointed to meet some to be sent by 111 to me at St. Andrews, therefore I departed the sooner on Monday last from Couper an
111	111	30732	CCLI.	 the sooner on Monday last from Couper and came hither; finding here the servant of 111, who sought mine advice in his master's private affairs, and let me know that his m
1	1	30811	CCLIIL	ust, 1583." From the Yesternight I received yours of the xiiij hereof. And albeit 1 stayed before to write, looking to have gotten yester- day the King's letter promised 
485	485	30900	CCLIIL	t the cause ; but I am very credibly advised that the King hath earnestly persuaded 485 to take revenge of his blood lost, so as the earl of Marre is like to be wracked,
333	333	30906	CCLIIL	ke to be wracked, howsoever it shall fallout; and at many hands I understand that 333 and 111 shall down. The King is purposed to remain here at St. Andrews some [time]
111	111	30906	CCLIIL	 wracked, howsoever it shall fallout; and at many hands I understand that 333 and 111 shall down. The King is purposed to remain here at St. Andrews some [time], so as 
560	560	30954	CCLIV.	d council they will come to some more full point, as shortly you shall understand. 560 BOWES CORRESPOXDEXCE. The earl of Marre came yesternight hither, and this day he h
23	23	31073	CCLV.	be left to their uttermost shift. Again, you shall find this court greatly guided by 23, and that they think that we will both seek them and also dare not cast them off; 
2	2	31156	CCLVI.	ange of the officers and his household servants, together with other like effects to 2 o 2 have been executed at this last convention, it is seen that the knowledge of
2	2	31156	CCLVI.	of the officers and his household servants, together with other like effects to 2 o 2 have been executed at this last convention, it is seen that the knowledge of your
6	6	31223	CCLVII.	th your diet and purpose, as also to procure the King's safeconduct for yourself and 6*0 persons with you, and to give you therewith understanding what place you should res
0	0	31223	CCLVII.	 your diet and purpose, as also to procure the King's safeconduct for yourself and 6*0 persons with you, and to give you therewith understanding what place you should resor
566	566	31257	CCLVII.	 with the office of Secretary, will perhaps be found guilty. This action hath a 566 U0WES CORRESPONDENCE. further reach than appeareth at the first, as, at our meeting
23	23	31293	CCLVII.	been set forth is now stayed. This court and course is now guided by the advice of 23, and the answer to be made to yourself shall be framed, as is said to me, by the 
23	23	31294	CCLVII.	nswer to be made to yourself shall be framed, as is said to me, by the counsel of 23, who hath written to J)l in July last, as more largely at meeting I shall let you 
1	1	31612	CCLXII.	 wherein his desire is that the consideration to be expressed in your letter to move 1)1 to be favourable to him, shall be in respect as well of his long and faithful se
1	1	31612	CCLXII.	herein his desire is that the consideration to be expressed in your letter to move 1)1 to be favourable to him, shall be in respect as well of his long and faithful serv
91	91	31618	CCLXII.	le to him, shall be in respect as well of his long and faithful service done to 91, and of his good offices and affection testified for preserva- tion of the amity hetw
223	223	31687	CCLXII.	of the possession of that house is to plant sundry of the guard therein to surprise 223 suddenly, whereof I have sent warning to 223. Arren and Col. Steward contend secretl
223	223	31687	CCLXII.	sundry of the guard therein to surprise 223 suddenly, whereof I have sent warning to 223. Arren and Col. Steward contend secretly for the superiority in the cabinet, but the
223	223	31847	CCLXIII.	thin xx days ; but his old years, and the winter approaching, may happily stay him. 223 remain eth in his own house, greatly disquieted ; com- plaining that he knoweth not wh
500	500	31986	CCLXIV.	 greatly advance that cause. Thus the foundation of this good work shall be laid by 500, and I trust that it shall be begun and entered into with promise of wished succ
91	91	31997	CCLXIV.	e suspicion conceived in court of matters in hand, that these forces are layed about 91, and the planting thereof will greatly hinder the expedition of such enterprise as ot
1	1	32015	CCLXV.	 said letter, and thereon return to Berwick ; trusting there to receive direction what 1 shall further do in any thing to be commit to my charge and service. Your letter 
485	485	32099	CCLXV.	ing at the farthest in all things so far as I can. I am of opinion with you that 485 seeketh credit at the hands of SO, as Mr. Robert 2560 can best inform you, for he 
2560	2560	32099	CCLXV.	 am of opinion with you that 485 seeketh credit at the hands of SO, as Mr. Robert 2560 can best inform you, for he spake with 4sJ at Perth, as I am credibly informed. K
1	1	32114	CCLXVI.	 to satisfy you in any such things as you do look to receive from me; for hitherto 1 have not heard any- thing at any hand in any of those affairs sithence my dispatch 
1	1	32118	CCLXVI.	me of the parties, appointing him to return to me this night with intelligence, that 1 might send the same to you ; but he is not yet corned back again, giving me great 
485	485	32183	CCLXVII.	hich effects, I think, will not so fall out as is thus pretended to be looked for. 485 hath sought earnestly that 223 might be warded ; but 91 doth stand so fast to 223 
223	223	32183	CCLXVII.	 so fall out as is thus pretended to be looked for. 485 hath sought earnestly that 223 might be warded ; but 91 doth stand so fast to 223 as his adversary cannot prevail 
91	91	32184	CCLXVII.	pretended to be looked for. 485 hath sought earnestly that 223 might be warded ; but 91 doth stand so fast to 223 as his adversary cannot prevail against him ; and 0150 i
223	223	32184	CCLXVII.	 485 hath sought earnestly that 223 might be warded ; but 91 doth stand so fast to 223 as his adversary cannot prevail against him ; and 0150 is a special friend to 223 
0150	0150	32185	CCLXVII.	but 91 doth stand so fast to 223 as his adversary cannot prevail against him ; and 0150 is a special friend to 223 in all his affairs. By these means 223 is encouraged to
223	223	32185	CCLXVII.	 223 as his adversary cannot prevail against him ; and 0150 is a special friend to 223 in all his affairs. By these means 223 is encouraged to put over these storms, bnt 
223	223	32186	CCLXVII.	inst him ; and 0150 is a special friend to 223 in all his affairs. By these means 223 is encouraged to put over these storms, bnt he still standeth in some distrust; keep
1	1	32205	CCLXVII.	postills as you have desired, and as I shall do so well as I can, and so soon as 1 shall get again the said answer ; trusting that there is no great need to haste th
91	91	32219	CCLXVII.	tters; wherein the new occasions of the levy and placing of these great forces about 91, and the uncer- tainty of his abode in any place, will bring the greater diffi- cult
1	1	32375	CCLXVIII.	t certainly known to him. The addition inclosed in the same letter. The servant of 1 1 1 returned to me this last night ; the greatest part whereof I spent with him and 
1	1	32375	CCLXVIII.	 certainly known to him. The addition inclosed in the same letter. The servant of 1 1 1 returned to me this last night ; the greatest part whereof I spent with him and o
1	1	32375	CCLXVIII.	ertainly known to him. The addition inclosed in the same letter. The servant of 1 1 1 returned to me this last night ; the greatest part whereof I spent with him and oth
